,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Player-additional,season,PPG
324,249,Justin Jackson,SF,25,TOT,34,577,10.4,0.516,0.529,0.167,2.9,11.1,6.9,13.9,1.2,0.3,11.9,19.8,,-0.1,0.3,0.2,0.018,,-2.3,-1.2,-3.5,-0.2,jacksju01,2021,9.0
325,249,Justin Jackson,SF,25,OKC,33,544,10.7,0.519,0.524,0.165,2.6,11.0,6.8,14.5,1.3,0.3,12.0,20.2,,-0.1,0.3,0.2,0.019,,-2.3,-1.0,-3.2,-0.2,jacksju01,2021,9.0
326,249,Justin Jackson,SF,25,MIL,1,33,5.8,0.455,0.667,0.222,6.6,12.3,9.6,3.6,0.0,0.0,9.2,13.8,,0.0,0.0,0.0,0.006,,-3.2,-4.8,-8.0,0.0,jacksju01,2021,9.0
327,250,Reggie Jackson,SG,30,LAC,67,1544,14.2,0.576,0.482,0.14,1.8,11.9,7.0,19.0,1.3,0.4,10.6,19.9,,2.3,1.4,3.7,0.115,,0.6,-0.2,0.4,0.9,jacksre01,2021,10.7
328,251,Justin James,SF,24,SAC,36,310,11.3,0.548,0.342,0.324,3.2,7.6,5.4,9.9,1.2,0.8,10.6,19.7,,0.1,0.0,0.1,0.02,,-2.0,-2.3,-4.3,-0.2,jamesju01,2021,3.9
329,252,LeBron James,PG,36,LAL,45,1504,24.2,0.602,0.346,0.31,2.2,23.6,12.9,41.8,1.6,1.5,15.2,31.9,,3.0,2.6,5.6,0.179,,5.9,2.3,8.1,3.8,jamesle01,2021,25.0
330,253,Mike James,PG,30,BRK,13,236,11.9,0.481,0.337,0.293,1.5,12.9,7.5,30.6,1.2,0.4,16.1,22.9,,0.0,0.1,0.1,0.028,,-2.1,-2.3,-4.4,-0.1,jamesmi02,2021,7.7
331,254,DaQuan Jeffries,SG,23,TOT,31,493,7.9,0.514,0.558,0.067,4.1,11.8,7.8,6.1,1.4,1.8,10.2,11.9,,0.0,0.2,0.3,0.027,,-3.6,-1.1,-4.7,-0.3,jeffrda01,2021,4.9
332,254,DaQuan Jeffries,SG,23,SAC,18,232,7.2,0.524,0.491,0.123,4.2,9.7,6.9,3.3,1.4,1.5,11.8,12.6,,0.0,0.1,0.0,0.008,,-3.7,-1.6,-5.3,-0.2,jeffrda01,2021,4.9
333,254,DaQuan Jeffries,SG,23,HOU,13,261,8.5,0.504,0.619,0.016,3.9,13.6,8.6,8.6,1.5,2.1,8.6,11.3,,0.1,0.2,0.2,0.043,,-3.5,-0.6,-4.2,-0.1,jeffrda01,2021,4.9
334,255,Ty Jerome,SG,23,OKC,33,788,13.4,0.585,0.585,0.118,1.3,10.8,6.0,23.7,1.2,0.7,13.5,18.8,,0.9,0.4,1.3,0.079,,0.1,-0.8,-0.7,0.3,jeromty01,2021,10.7
335,256,Isaiah Joe,SG,21,PHI,41,383,9.5,0.533,0.797,0.18,1.8,8.5,5.2,7.2,1.5,0.9,7.1,17.4,,0.2,0.4,0.6,0.078,,-2.0,-1.0,-3.0,-0.1,joeis01,2021,3.7
336,257,Alize Johnson,PF,24,BRK,18,189,23.5,0.638,0.088,0.191,16.6,35.0,26.3,10.9,1.3,2.3,10.9,19.1,,0.6,0.3,0.9,0.227,,2.7,0.0,2.7,0.2,johnsal02,2021,5.2
337,258,Cameron Johnson,PF,24,PHO,60,1437,11.8,0.563,0.694,0.122,2.6,12.9,7.9,8.0,1.3,1.0,7.3,17.0,,1.2,1.4,2.6,0.086,,0.0,-0.2,-0.2,0.7,johnsca02,2021,9.6
338,259,James Johnson,PF,33,TOT,51,1043,11.4,0.51,0.367,0.232,3.4,15.1,9.3,12.9,2.0,3.8,13.2,17.1,,-0.1,1.3,1.2,0.055,,-2.7,1.5,-1.2,0.2,johnsja01,2021,9.2
339,259,James Johnson,PF,33,DAL,29,504,12.2,0.526,0.414,0.2,3.1,15.6,9.4,13.7,2.3,4.2,14.6,16.2,,0.0,0.7,0.8,0.073,,-2.0,2.5,0.5,0.3,johnsja01,2021,9.2
340,259,James Johnson,PF,33,NOP,22,539,10.6,0.498,0.33,0.258,3.6,14.7,9.2,12.2,1.6,3.3,12.1,18.0,,-0.1,0.5,0.4,0.039,,-3.3,0.5,-2.7,-0.1,johnsja01,2021,9.2
341,260,Keldon Johnson,SF,21,SAS,69,1968,13.8,0.557,0.257,0.278,4.9,17.6,11.1,8.9,1.0,1.0,9.0,19.2,,1.6,1.7,3.3,0.079,,-0.9,-0.7,-1.6,0.2,johnske04,2021,12.8
342,261,Stanley Johnson,PF,24,TOR,61,1006,8.8,0.519,0.588,0.236,3.1,14.1,8.4,12.0,2.5,1.8,17.4,13.4,,-0.1,1.1,1.0,0.048,,-3.8,1.2,-2.5,-0.1,johnsst04,2021,4.4
343,262,Tyler Johnson,SG,28,BRK,39,684,8.2,0.546,0.721,0.115,1.0,10.9,6.2,8.7,1.0,0.0,8.1,13.3,,0.4,0.3,0.7,0.049,,-2.4,-1.0,-3.4,-0.2,johnsty01,2021,5.4
344,263,Nikola Jokić,C,25,DEN,72,2488,31.3,0.647,0.183,0.305,9.4,26.1,17.8,40.4,1.9,1.9,13.1,29.6,,12.2,3.4,15.6,0.301,,9.1,3.0,12.1,8.8,jokicni01,2021,26.4
345,264,Damian Jones,C,25,TOT,39,547,14.6,0.712,0.049,0.563,7.3,17.4,12.3,7.0,1.0,4.6,16.8,12.3,,1.0,0.5,1.6,0.138,,-2.2,0.8,-1.4,0.1,jonesda03,2021,6.9
346,264,Damian Jones,C,25,PHO,14,94,6.7,0.528,0.063,0.688,8.6,13.0,10.9,5.3,0.5,4.8,22.4,12.7,,0.0,0.1,0.1,0.043,,-7.0,1.1,-5.9,-0.1,jonesda03,2021,6.9
347,264,Damian Jones,C,25,LAL,8,112,17.1,0.965,0.0,0.706,8.1,18.0,13.0,1.3,0.4,5.6,18.3,10.6,,0.4,0.2,0.5,0.235,,-2.0,1.8,-0.2,0.1,jonesda03,2021,6.9
348,264,Damian Jones,C,25,SAC,17,341,15.9,0.691,0.057,0.5,6.7,18.5,12.5,9.4,1.3,4.2,14.9,12.7,,0.7,0.2,0.9,0.132,,-1.0,0.3,-0.6,0.1,jonesda03,2021,6.9
349,265,Derrick Jones Jr.,SF,23,POR,58,1318,11.9,0.576,0.447,0.299,6.1,10.7,8.3,4.8,1.4,3.7,8.5,12.3,,1.6,0.8,2.4,0.089,,-1.4,0.0,-1.4,0.2,jonesde02,2021,6.8
350,266,Mason Jones,SG,22,TOT,32,334,12.1,0.556,0.537,0.52,2.2,16.0,8.8,18.9,1.0,0.3,16.1,23.0,,0.0,0.2,0.2,0.028,,-1.4,-1.2,-2.7,-0.1,jonesma05,2021,2.7
351,266,Mason Jones,SG,22,HOU,26,307,11.1,0.546,0.561,0.5,1.3,17.0,8.9,19.1,0.9,0.3,16.8,23.1,,-0.1,0.1,0.0,0.007,,-1.9,-1.4,-3.3,-0.1,jonesma05,2021,2.7
352,266,Mason Jones,SG,22,PHI,6,27,23.5,0.662,0.222,0.778,12.5,4.0,8.2,16.6,1.8,0.0,7.6,20.8,,0.1,0.0,0.2,0.27,,4.6,0.2,4.8,0.0,jonesma05,2021,2.7
353,267,Tre Jones,PG,21,SAS,37,269,12.1,0.544,0.064,0.244,3.1,5.2,4.2,20.0,1.4,0.0,13.1,16.1,,0.2,0.1,0.4,0.066,,-2.2,-1.3,-3.5,-0.1,jonestr01,2021,2.5
354,268,Tyus Jones,PG,24,MEM,70,1222,15.0,0.511,0.339,0.109,1.8,10.4,6.1,28.6,2.5,0.4,10.0,16.6,,1.5,1.3,2.8,0.11,,-0.1,0.9,0.8,0.9,jonesty01,2021,6.3
355,269,DeAndre Jordan,C,32,BRK,57,1246,17.1,0.736,0.004,0.369,10.9,26.1,18.9,10.1,0.7,4.6,22.7,13.1,,2.4,1.5,3.9,0.152,,0.1,1.0,1.0,0.9,jordade01,2021,7.5
356,270,Cory Joseph,PG,29,TOT,63,1446,12.5,0.556,0.31,0.207,2.7,9.7,6.1,21.4,2.0,1.1,14.5,16.3,,1.3,0.8,2.1,0.069,,-1.8,0.0,-1.8,0.1,josepco01,2021,12.0
357,270,Cory Joseph,PG,29,SAC,44,944,9.9,0.534,0.376,0.188,2.9,8.8,5.8,14.9,2.0,0.8,14.0,14.3,,0.4,0.3,0.7,0.037,,-3.0,-0.3,-3.3,-0.3,josepco01,2021,12.0
358,270,Cory Joseph,PG,29,DET,19,502,17.3,0.588,0.216,0.233,2.2,11.2,6.6,33.7,2.1,1.6,15.3,19.9,,0.8,0.5,1.4,0.13,,0.5,0.4,0.9,0.4,josepco01,2021,12.0
359,271,Mfiondu Kabengele,PF,23,TOT,39,280,9.5,0.486,0.562,0.225,4.7,19.4,12.0,8.7,1.4,4.1,13.3,17.7,,-0.2,0.3,0.2,0.026,,-4.3,0.1,-4.3,-0.2,kabenmf01,2021,4.3
360,271,Mfiondu Kabengele,PF,23,LAC,23,94,1.4,0.39,0.563,0.188,1.2,15.1,8.4,6.9,1.1,2.8,14.8,19.2,,-0.3,0.1,-0.1,-0.075,,-9.2,-0.9,-10.1,-0.2,kabenmf01,2021,4.3
361,271,Mfiondu Kabengele,PF,23,CLE,16,186,13.7,0.538,0.561,0.246,6.5,21.6,13.8,9.7,1.6,4.8,12.5,16.9,,0.1,0.2,0.3,0.078,,-1.9,0.6,-1.3,0.0,kabenmf01,2021,4.3
362,272,Frank Kaminsky,C,27,PHO,47,715,15.8,0.547,0.331,0.233,5.8,23.7,14.9,15.3,1.0,2.1,7.2,19.0,,1.1,0.9,2.0,0.133,,0.4,0.8,1.3,0.6,kaminfr01,2021,6.6
363,273,Luke Kennard,SG,24,LAC,63,1232,12.7,0.608,0.541,0.075,1.4,13.0,7.3,11.9,0.9,0.7,10.1,17.1,,1.6,1.1,2.7,0.105,,0.3,-0.5,-0.2,0.6,kennalu01,2021,8.3
364,274,Louis King,SF,21,SAC,6,85,21.2,0.6,0.324,0.176,6.4,17.2,11.8,15.4,4.0,3.0,9.8,20.6,,0.2,0.1,0.3,0.16,,2.3,2.5,4.9,0.1,kinglo02,2021,7.3
365,275,Maxi Kleber,PF,29,DAL,50,1341,10.6,0.606,0.771,0.135,3.9,17.4,10.7,6.6,0.9,2.4,9.3,10.6,,1.6,1.3,2.9,0.103,,-0.5,0.5,0.0,0.7,klebima01,2021,7.1
366,276,Nathan Knight,PF,23,ATL,33,279,13.9,0.499,0.33,0.55,10.8,17.3,14.1,4.0,1.6,3.2,10.8,21.7,,0.1,0.3,0.4,0.07,,-2.6,-1.0,-3.7,-0.1,knighna01,2021,3.8
367,277,Kevin Knox,SF,21,NYK,42,464,9.1,0.537,0.622,0.14,2.4,11.8,7.1,5.9,1.3,1.2,10.1,16.2,,0.0,0.6,0.6,0.065,,-1.7,0.4,-1.4,0.1,knoxke01,2021,3.9
368,278,John Konchar,SG,24,MEM,43,575,14.8,0.608,0.406,0.217,6.4,17.3,11.8,10.7,2.5,1.4,10.6,12.4,,0.9,0.8,1.7,0.145,,-0.2,1.4,1.2,0.5,konchjo01,2021,4.3
369,279,Furkan Korkmaz,SG,23,PHI,55,1062,12.8,0.544,0.634,0.193,1.8,9.8,5.9,11.1,2.2,0.8,9.1,20.5,,0.6,1.5,2.0,0.092,,-0.3,0.2,-0.1,0.5,korkmfu01,2021,9.1
370,280,Luke Kornet,C-PF,25,TOT,31,348,13.3,0.511,0.584,0.059,4.4,17.0,10.7,9.5,0.6,8.5,6.3,13.7,,0.2,0.5,0.7,0.095,,-0.8,1.6,0.8,0.3,kornelu01,2021,4.4
371,280,Luke Kornet,PF,25,CHI,13,94,9.8,0.452,0.852,0.148,1.2,16.3,8.8,5.5,1.0,6.5,3.4,13.7,,0.0,0.1,0.1,0.047,,-0.6,1.3,0.6,0.1,kornelu01,2021,4.4
372,280,Luke Kornet,C,25,BOS,18,254,14.5,0.534,0.486,0.027,5.7,17.2,11.4,10.9,0.4,9.2,7.4,13.7,,0.3,0.3,0.6,0.113,,-0.8,1.8,0.9,0.2,kornelu01,2021,4.4
373,281,Rodions Kurucs,SF-PF,22,TOT,21,125,6.3,0.459,0.656,0.125,4.3,15.4,9.8,10.3,3.4,2.9,27.8,15.9,,-0.3,0.2,-0.1,-0.041,,-6.4,1.8,-4.6,-0.1,kurucro01,2021,3.0
374,281,Rodions Kurucs,PF,22,BRK,5,16,7.7,0.5,0.667,0.0,0.0,19.7,10.4,15.1,0.0,0.0,0.0,8.2,,0.0,0.0,0.0,0.082,,-0.8,0.8,0.0,0.0,kurucro01,2021,3.0
375,281,Rodions Kurucs,SF,22,HOU,11,75,0.8,0.297,0.714,0.095,2.7,13.4,7.8,7.1,3.8,4.8,29.1,17.5,,-0.4,0.1,-0.3,-0.176,,-10.1,1.5,-8.6,-0.1,kurucro01,2021,3.0
376,281,Rodions Kurucs,SF,22,MIL,5,34,17.9,0.845,0.5,0.25,9.6,17.9,13.9,15.0,4.1,0.0,31.1,15.9,,0.1,0.1,0.1,0.199,,-0.9,3.1,2.2,0.0,kurucro01,2021,3.0
377,282,Kyle Kuzma,SF,25,LAL,68,1954,12.7,0.546,0.502,0.128,6.3,17.7,12.0,9.8,0.9,1.9,12.4,20.3,,0.4,2.9,3.3,0.08,,-0.4,-0.1,-0.4,0.8,kuzmaky01,2021,12.9
378,283,Anthony Lamb,SF,23,HOU,24,415,8.7,0.523,0.602,0.178,6.7,11.5,9.0,7.9,0.7,1.1,13.0,15.0,,0.1,0.1,0.2,0.023,,-3.4,-2.7,-6.1,-0.4,lamban01,2021,5.5
379,284,Jeremy Lamb,SG,28,IND,36,765,15.8,0.587,0.464,0.272,3.6,14.9,9.3,9.4,2.1,2.4,6.6,18.4,,1.2,0.9,2.1,0.132,,0.7,0.7,1.4,0.7,lambje01,2021,10.1
380,285,Romeo Langford,SG,21,BOS,18,283,5.1,0.436,0.305,0.203,4.7,9.1,6.9,5.9,1.0,1.7,13.5,11.3,,-0.2,0.2,0.0,0.003,,-4.9,0.2,-4.6,-0.2,langfro01,2021,3.1
381,286,Zach LaVine,SG,25,CHI,58,2034,21.5,0.634,0.425,0.265,2.0,13.6,7.9,23.4,1.1,1.2,13.9,31.0,,4.0,1.8,5.9,0.138,,4.9,-0.8,4.0,3.1,lavinza01,2021,27.4
382,287,Jake Layman,SF,26,MIN,45,627,11.4,0.577,0.424,0.201,2.2,9.7,5.8,6.4,2.2,2.6,11.5,15.1,,0.2,0.5,0.7,0.051,,-2.2,0.2,-2.1,0.0,laymaja01,2021,5.1
383,288,T.J. Leaf,PF,23,POR,7,35,11.2,0.551,0.0,0.2,0.0,15.7,7.6,4.0,2.8,2.6,15.5,15.8,,0.0,0.0,0.0,0.022,,-3.9,0.9,-3.0,0.0,leaftj01,2021,1.7
384,289,Jalen Lecque,PG,20,IND,4,12,4.7,0.242,0.111,0.333,18.2,27.0,22.6,20.6,0.0,0.0,0.0,36.6,,-0.1,0.0,-0.1,-0.232,,-6.6,-6.3,-13.0,0.0,lecquja01,2021,1.3
385,290,Damion Lee,SG,28,GSW,57,1079,11.8,0.636,0.708,0.161,2.2,15.4,8.9,9.1,1.7,0.7,9.3,12.8,,1.4,1.3,2.7,0.119,,-0.7,0.9,0.2,0.6,leeda03,2021,6.5
386,291,Saben Lee,PG,21,DET,48,781,13.8,0.536,0.11,0.424,2.8,11.1,6.9,33.2,2.0,1.5,18.1,17.0,,0.7,0.8,1.5,0.091,,-2.1,0.2,-2.0,0.0,leesa01,2021,5.6
387,292,Alex Len,C,27,TOT,64,979,16.4,0.643,0.09,0.417,8.5,19.7,14.1,7.0,0.9,5.6,14.3,16.3,,1.5,1.3,2.7,0.133,,-1.2,1.0,-0.1,0.5,lenal01,2021,7.1
388,292,Alex Len,C,27,TOR,7,76,4.3,0.633,0.6,0.6,0.0,16.5,8.0,5.2,0.6,7.9,38.8,11.7,,-0.1,0.1,-0.1,-0.033,,-6.5,2.5,-4.0,0.0,lenal01,2021,7.1
389,292,Alex Len,C,27,WAS,57,903,17.5,0.643,0.071,0.41,9.2,20.0,14.6,7.2,1.0,5.4,12.9,16.7,,1.6,1.2,2.8,0.147,,-0.7,0.9,0.2,0.5,lenal01,2021,7.1
390,293,Kawhi Leonard,SF,29,LAC,52,1773,26.0,0.622,0.28,0.325,3.6,17.4,10.7,24.9,2.3,1.1,9.2,28.6,,6.4,2.4,8.8,0.238,,6.0,1.3,7.3,4.2,leonaka01,2021,24.8
391,294,Meyers Leonard,C,28,MIA,3,29,6.6,0.635,1.0,0.286,0.0,27.1,13.8,9.7,0.0,0.0,20.2,15.4,,0.0,0.0,0.0,0.038,,-3.3,-0.4,-3.7,0.0,leoname01,2021,3.3
392,295,Caris LeVert,SG,26,TOT,47,1486,17.8,0.531,0.317,0.221,2.5,13.1,7.8,25.4,2.1,1.7,10.2,28.7,,0.9,1.5,2.4,0.077,,0.9,-0.5,0.4,0.9,leverca01,2021,20.7
393,295,Caris LeVert,SG,26,BRK,12,334,19.1,0.516,0.315,0.17,3.5,13.2,8.6,34.1,1.9,1.6,10.8,31.5,,0.3,0.3,0.6,0.084,,2.1,-0.6,1.5,0.3,leverca01,2021,20.7
394,295,Caris LeVert,SG,26,IND,35,1152,17.4,0.535,0.318,0.238,2.2,13.0,7.6,22.9,2.2,1.7,10.1,27.9,,0.6,1.2,1.8,0.075,,0.5,-0.5,0.0,0.6,leverca01,2021,20.7
395,296,Kira Lewis Jr.,PG,19,NOP,54,904,10.3,0.477,0.356,0.151,1.4,7.1,4.3,18.7,2.0,1.0,8.6,18.3,,0.2,0.6,0.9,0.045,,-3.2,-0.2,-3.4,-0.3,lewiski01,2021,6.4
396,297,Damian Lillard,PG,30,POR,67,2398,25.6,0.623,0.528,0.363,1.4,11.5,6.3,34.6,1.3,0.6,11.6,31.4,,9.6,0.8,10.4,0.209,,7.5,-1.3,6.3,5.0,lillada01,2021,28.8
397,298,Nassir Little,PF,20,POR,48,640,11.6,0.589,0.479,0.269,5.2,16.5,10.7,4.9,0.4,1.8,8.8,13.8,,0.9,0.2,1.1,0.082,,-1.1,-1.6,-2.7,-0.1,littlna01,2021,4.6
398,299,Kevon Looney,C,24,GSW,61,1161,11.9,0.575,0.086,0.244,10.9,18.6,14.8,13.4,0.8,1.7,14.5,9.4,,2.0,1.4,3.4,0.139,,-1.8,1.0,-0.9,0.3,looneke01,2021,4.1
399,300,Brook Lopez,C,32,MIL,70,1902,15.4,0.611,0.439,0.222,6.0,13.0,9.6,3.5,1.0,4.8,8.3,16.9,,3.1,2.2,5.3,0.133,,0.0,0.0,0.0,0.9,lopezbr01,2021,12.3
400,301,Robin Lopez,C,32,WAS,71,1354,16.7,0.661,0.042,0.322,11.1,10.2,10.6,5.9,0.5,2.7,13.4,17.1,,2.8,0.9,3.7,0.131,,0.2,-1.2,-1.0,0.4,lopezro01,2021,9.0
401,302,Didi Louzada,SF,21,NOP,3,56,-0.9,0.308,0.615,0.0,1.9,3.9,2.9,6.5,1.7,0.0,18.8,12.0,,-0.1,0.0,-0.1,-0.099,,-7.8,-1.8,-9.6,-0.1,louzama01,2021,2.7
402,303,Kevin Love,PF,32,CLE,25,622,15.1,0.556,0.619,0.202,3.0,31.2,16.7,16.0,1.3,0.3,12.2,21.9,,0.3,0.6,0.9,0.073,,0.9,-0.9,-0.1,0.3,loveke01,2021,12.2
403,304,Kyle Lowry,PG,34,TOR,46,1601,16.5,0.593,0.555,0.268,2.3,15.1,8.5,31.8,1.4,0.9,15.9,21.4,,2.9,1.3,4.1,0.124,,2.0,-0.4,1.6,1.5,lowryky01,2021,17.2
404,305,Timothé Luwawu-Cabarrot,SF,25,BRK,58,1050,7.8,0.493,0.671,0.121,3.1,10.1,6.8,8.6,1.5,0.5,10.3,17.4,,-0.3,0.7,0.3,0.015,,-3.2,-1.2,-4.4,-0.6,luwawti01,2021,6.4
405,306,Trey Lyles,PF,25,SAS,23,358,11.4,0.574,0.444,0.256,2.6,23.3,12.8,5.3,0.8,0.2,5.7,12.9,,0.3,0.3,0.6,0.085,,-1.3,-0.5,-1.8,0.0,lylestr01,2021,5.0
406,307,Will Magnay,C,22,NOP,1,3,-35.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,28.0,,0.0,0.0,0.0,-0.787,,-30.7,-8.6,-39.3,0.0,magnawi01,2021,0.0
407,308,Thon Maker,C,23,CLE,8,76,18.6,0.657,0.111,0.611,11.5,15.1,13.3,7.9,1.3,4.7,11.6,14.8,,0.2,0.1,0.3,0.174,,-0.3,1.1,0.7,0.1,makerth01,2021,3.8
408,309,Théo Maledon,PG,19,OKC,65,1778,8.2,0.489,0.51,0.22,1.4,11.0,6.2,18.8,1.5,0.5,17.3,19.4,,-1.9,1.1,-0.8,-0.021,,-4.0,-1.0,-5.0,-1.3,maledth01,2021,10.1
409,310,Karim Mané,PG,20,ORL,10,88,1.3,0.362,0.154,0.385,1.1,15.9,8.3,6.0,0.0,2.1,16.5,8.9,,-0.1,0.0,-0.1,-0.045,,-9.1,-0.8,-9.9,-0.2,maneka01,2021,1.1
410,311,Terance Mann,SG,24,LAC,67,1263,13.8,0.603,0.26,0.269,5.1,16.1,10.8,11.3,1.1,0.9,9.3,15.1,,2.4,1.3,3.7,0.141,,-0.5,0.3,-0.2,0.6,mannte01,2021,7.0
411,312,Nico Mannion,PG,19,GSW,30,364,9.3,0.487,0.526,0.246,1.8,11.5,6.7,25.6,2.1,0.2,19.7,18.5,,-0.2,0.4,0.2,0.029,,-3.4,-0.5,-3.9,-0.2,mannini01,2021,4.1
412,313,Boban Marjanović,C,32,DAL,33,271,22.6,0.562,0.066,0.311,19.3,32.7,26.0,5.9,0.4,2.1,8.0,24.6,,0.7,0.3,1.0,0.183,,1.9,-2.6,-0.8,0.1,marjabo01,2021,4.7
413,314,Lauri Markkanen,PF,23,CHI,51,1317,15.2,0.619,0.568,0.177,3.0,19.4,11.3,5.0,1.0,1.0,8.5,20.2,,1.7,1.3,3.0,0.109,,1.0,-0.9,0.1,0.7,markkla01,2021,13.6
414,315,Naji Marshall,SF,23,NOP,32,700,11.4,0.508,0.397,0.359,2.3,20.6,11.5,16.5,1.8,1.4,13.6,16.8,,0.2,0.7,0.9,0.061,,-2.1,0.8,-1.3,0.1,marshna01,2021,7.7
415,316,Caleb Martin,SF,25,CHO,53,818,9.5,0.465,0.488,0.25,4.0,14.8,9.3,11.5,2.2,1.5,10.4,16.7,,-0.4,0.9,0.5,0.03,,-3.6,0.2,-3.4,-0.3,martica02,2021,5.0
416,317,Cody Martin,SF,25,CHO,52,849,10.6,0.5,0.309,0.229,6.5,14.1,10.3,13.9,2.1,1.4,16.2,12.5,,0.2,0.9,1.1,0.061,,-2.7,0.7,-2.0,0.0,martico01,2021,4.0
417,318,Jeremiah Martin,PG,24,CLE,9,75,1.4,0.313,0.364,0.152,2.9,7.6,5.2,7.9,3.3,2.4,14.6,23.9,,-0.4,0.1,-0.3,-0.207,,-8.3,-1.1,-9.5,-0.1,martije02,2021,2.4
418,319,Kelan Martin,SF,25,IND,35,322,13.9,0.551,0.435,0.072,6.1,20.1,13.1,7.5,1.5,2.5,10.1,20.9,,0.1,0.4,0.4,0.066,,-1.1,-1.3,-2.4,0.0,martike03,2021,4.5
419,320,Kenyon Martin Jr.,SF,20,HOU,45,1068,14.6,0.59,0.302,0.264,7.0,17.6,12.1,6.8,1.3,3.4,9.7,15.6,,1.3,0.9,2.2,0.099,,-1.4,-0.4,-1.8,0.0,martike04,2021,9.3
420,321,Frank Mason III,PG,26,ORL,4,79,7.5,0.462,0.208,0.292,3.8,12.2,7.9,22.3,0.0,0.0,15.6,17.5,,0.0,0.0,0.0,-0.018,,-5.2,-2.4,-7.7,-0.1,masonfr01,2021,6.3
421,322,Garrison Mathews,SG,24,WAS,64,1038,9.7,0.635,0.835,0.401,1.6,7.2,4.4,3.1,1.3,0.6,3.5,11.5,,1.7,0.6,2.3,0.108,,-1.7,-0.1,-1.8,0.1,mathega01,2021,5.5
422,323,Dakota Mathias,SG,25,PHI,8,123,9.8,0.474,0.542,0.125,0.9,5.3,3.1,15.1,0.4,2.2,1.9,18.1,,0.0,0.1,0.2,0.061,,-1.5,-1.0,-2.6,0.0,mathida01,2021,6.0
423,324,Wesley Matthews,SG,34,LAL,58,1130,7.2,0.517,0.782,0.163,2.0,7.2,4.6,6.3,1.6,1.3,8.8,11.4,,0.2,1.5,1.7,0.073,,-3.1,1.4,-1.7,0.1,matthwe02,2021,4.8
424,325,Tyrese Maxey,SG,20,PHI,61,935,14.5,0.531,0.24,0.163,1.3,10.8,6.1,19.9,1.3,1.2,8.2,23.0,,0.8,1.1,1.9,0.099,,-1.0,-0.5,-1.5,0.1,maxeyty01,2021,8.0
425,326,Skylar Mays,SG,23,ATL,33,269,16.8,0.569,0.408,0.255,4.2,10.0,7.1,16.4,2.6,0.7,7.6,19.1,,0.5,0.3,0.8,0.14,,1.2,0.7,1.9,0.3,mayssk01,2021,3.8
426,327,Patrick McCaw,SF,25,TOR,5,33,12.0,1.078,0.0,3.0,3.2,6.9,5.0,15.2,2.9,0.0,0.0,3.0,,0.1,0.0,0.1,0.209,,-2.7,3.6,0.9,0.0,mccawpa01,2021,1.0
427,328,CJ McCollum,SG,29,POR,47,1600,20.8,0.577,0.475,0.15,2.0,10.6,6.2,23.0,1.3,1.2,6.5,27.1,,4.1,0.6,4.7,0.141,,5.0,-1.1,3.9,2.4,mccolcj01,2021,23.1
428,329,T.J. McConnell,PG,28,IND,69,1796,16.9,0.583,0.098,0.098,3.3,12.1,7.7,34.3,3.4,1.0,20.9,15.3,,2.6,2.2,4.8,0.128,,-0.2,1.7,1.4,1.5,mccontj01,2021,8.6
429,330,Jaden McDaniels,PF,20,MIN,63,1511,8.9,0.552,0.54,0.123,3.6,13.4,8.3,6.4,1.1,3.4,10.8,12.0,,0.5,0.9,1.4,0.046,,-3.3,-0.2,-3.5,-0.6,mcdanja02,2021,6.8
430,331,Jalen McDaniels,SF,23,CHO,47,904,11.4,0.554,0.37,0.225,5.3,15.1,10.1,8.6,1.5,2.1,12.6,17.0,,0.3,0.9,1.2,0.062,,-2.8,-0.4,-3.2,-0.3,mcdanja01,2021,7.4
431,332,Doug McDermott,PF,29,IND,66,1619,15.6,0.635,0.43,0.147,4.0,10.7,7.4,7.8,0.6,0.3,7.0,20.0,,3.1,0.7,3.8,0.112,,1.4,-2.0,-0.6,0.6,mcderdo01,2021,13.6
432,333,Sean McDermott,SF,24,MEM,18,158,7.2,0.534,0.667,0.242,4.0,8.8,6.4,3.1,0.6,1.7,9.9,10.8,,0.1,0.1,0.2,0.05,,-3.1,-1.2,-4.3,-0.1,mcderse01,2021,2.2
433,334,JaVale McGee,C,33,TOT,46,678,17.0,0.541,0.085,0.238,12.6,27.3,19.8,9.7,1.4,7.3,16.2,23.9,,-0.1,1.1,1.0,0.068,,-3.3,0.8,-2.5,-0.1,mcgeeja01,2021,5.5
434,334,JaVale McGee,C,33,CLE,33,503,18.4,0.554,0.093,0.256,11.7,26.5,18.9,11.4,1.6,7.1,15.8,24.6,,0.0,0.8,0.8,0.074,,-2.3,1.2,-1.1,0.1,mcgeeja01,2021,5.5
435,334,JaVale McGee,C,33,DEN,13,175,12.9,0.498,0.06,0.179,15.0,29.7,22.4,4.8,0.8,7.8,17.2,21.8,,-0.1,0.3,0.2,0.05,,-6.4,-0.3,-6.6,-0.2,mcgeeja01,2021,5.5
